full_name,class,a,e,i,q,H,neo,pha,diameter,albedo,diameter_sigma,orbit_id,n,per,moid
  4254 Kamel (1985 UT3),MBA,2.616,0.1601,13.03,2.197,12.18,N,N,9.64,0.397,0.13,JPL 56,0.2329,1550,1.23
  3511 Tsvetaeva (1982 TC2),MBA,2.749,0.1991,8.68,2.202,12.26,N,N,9.641,0.3,2.36,JPL 54,0.2163,1660,1.23
  4083 Jody (1985 CV),MBA,2.599,0.1922,12.83,2.099,12.49,N,N,9.643,0.25,0.2,JPL 47,0.2353,1530,1.16
  2045 Peking (1964 TB1),MBA,2.382,0.0543,6.9,2.252,12.27,N,N,9.664,0.249,0.1,JPL 61,0.2682,1340,1.25
  4629 Walford (1986 TD7),MBA,2.661,0.2056,11.9,2.114,13.72,N,N,9.674,0.143,0.25,JPL 47,0.2271,1590,1.14
  4281 Pounds (1985 TE1),MBA,2.463,0.111,0.73,2.189,14.01,N,N,9.68,0.055,0.07,JPL 49,0.255,1410,1.2
  4316 Babinkova (1979 TZ1),MBA,2.898,0.0206,1.24,2.838,12.77,N,N,9.681,0.207,0.15,JPL 53,0.1998,1800,1.84
  2403 Sumava (1979 SQ),MBA,2.546,0.1296,3.31,2.216,12.39,N,N,9.682,0.188,0.05,JPL 57,0.2425,1480,1.21
  3975 Verdi (1982 UR3),MBA,2.898,0.0493,1.3,2.755,12.48,N,N,9.685,0.281,0.28,JPL 56,0.1998,1800,1.77
  2360 Volgo-Don (1975 VD3),MBA,2.672,0.1967,3.39,2.146,13.06,N,N,9.692,0.164,0.07,JPL 53,0.2256,1600,1.15
  2819 Ensor (1933 UR),MBA,2.76,0.2017,2.43,2.204,12.06,N,N,9.7,0.247,0.19,JPL 58,0.2149,1670,1.2
  4180 Anaxagoras (6092 P-L),MBA,2.61,0.1907,10.89,2.113,13.81,N,N,9.719,0.079,0.06,JPL 54,0.2337,1540,1.11
  4132 Bartok (1988 EH),MBA,2.407,0.2875,23.32,1.715,12.19,N,N,9.723,0.357,0.06,JPL 58,0.264,1360,0.86
  5001 EMP (1987 SB1),MBA,2.663,0.1716,13.71,2.206,12.24,N,N,9.724,0.149,0.05,JPL 56,0.2269,1590,1.2
  1892 Lucienne (1971 SD),MBA,2.463,0.0888,13.94,2.244,11.95,N,N,9.725,0.27,0.21,JPL 46,0.2551,1410,1.3
  1718 Namibia (1942 RX),MBA,2.364,0.2775,7.71,1.708,13.83,N,N,9.747,0.074,0.11,JPL 53,0.2711,1330,0.71
  3723 Voznesenskij (1976 GK2),MBA,2.255,0.1113,1.38,2.004,14.19,N,N,9.748,0.042,0.04,JPL 51,0.291,1240,0.988
  2073 Janacek (1974 DK),MBA,2.717,0.1098,2.96,2.419,12.94,N,N,9.754,0.154,0.25,JPL 53,0.2201,1640,1.43
  3903 Kliment Ohridski (1987 SV2),MBA,2.93,0.0838,1.3,2.685,12.2,N,N,9.755,0.294,0.13,JPL 54,0.1965,1830,1.67
  1955 McMath (1963 SR),MBA,2.856,0.0611,1,2.681,12.18,N,N,9.759,0.322,0.25,JPL 50,0.2043,1760,1.69
  3643 Tienchanglin (1978 UN2),MBA,2.402,0.151,13.88,2.04,13.1,N,N,9.775,0.135,0.17,JPL 47,0.2647,1360,1.05
  1816 Liberia (1936 BD),MBA,2.338,0.2189,26.16,1.826,11.92,N,N,9.778,0.352,0.37,JPL 57,0.2757,1310,0.847
  4937 Lintott (1986 CL1),MBA,2.598,0.161,16.92,2.179,12.62,N,N,9.788,0.351,0.17,JPL 53,0.2354,1530,1.17
  3788 Steyaert (1986 QM3),MBA,2.79,0.104,9.68,2.5,12.24,N,N,9.799,0.32,0.24,JPL 54,0.2114,1700,1.51
  4525 Johnbauer (1982 JB3),MBA,2.573,0.2012,13.5,2.055,13.53,N,N,9.8,0.078,0.08,JPL 73,0.2388,1510,1.08
  3159 Prokof'ev (1976 US2),MBA,2.57,0.1075,14.6,2.294,12.27,N,N,9.805,0.116,0.17,JPL 58,0.2392,1510,1.31
  4863 Yasutani (1987 VH1),MBA,2.85,0.0213,2.18,2.789,12.41,N,N,9.807,0.35,0.16,JPL 58,0.2049,1760,1.77
  3616 Glazunov (1984 JJ2),MBA,2.602,0.1232,12.76,2.282,12.36,N,N,9.811,0.242,0.14,JPL 53,0.2348,1530,1.3
  3938 Chapront (1949 PL),MBA,2.489,0.0403,2.09,2.389,13.89,N,N,9.829,0.068,0.09,JPL 48,0.251,1430,1.38
  2398 Jilin (1965 UD2),MBA,2.391,0.2364,3.73,1.826,13.5,N,N,9.831,0.076,1.9,JPL 49,0.2666,1350,0.842
  1710 Gothard (1941 UF),MBA,2.321,0.2686,8.47,1.698,13.71,N,N,9.838,0.087,0.18,JPL 54,0.2788,1290,0.691
  3000 Leonardo (1981 EG19),MBA,2.351,0.1812,2.75,1.925,13.97,N,N,9.838,0.115,0.07,JPL 52,0.2735,1320,0.925
  3890 Bunin (1976 YU5),MBA,2.33,0.1407,5.22,2.002,13.91,N,N,9.839,0.058,0.06,JPL 50,0.2772,1300,0.998
  3835 Korolenko (1977 SD3),MBA,2.674,0.1546,12.62,2.26,12.4,N,N,9.84,0.244,0.13,JPL 58,0.2255,1600,1.29
  3848 Analucia (1982 FH3),MBA,2.452,0.0977,3.49,2.213,13.84,N,N,9.851,0.07,0.06,JPL 54,0.2567,1400,1.2
  4997 Ksana (1986 TM),MBA,2.87,0.3313,32.74,1.919,13.11,N,N,9.86,0.316,0.16,JPL 36,0.2028,1780,1.05
  4423 Golden (1949 GH),OMB,3.395,0.0842,19.27,3.109,11.7,N,N,9.865,0.408,0.33,JPL 58,0.1576,2280,2.16
  3074 Popov (1979 YE9),MBA,2.339,0.1109,2.42,2.08,13.92,N,N,9.875,0.07,0.06,JPL 47,0.2755,1310,1.09
  2814 Vieira (1982 FA3),MBA,2.872,0.0733,2.46,2.661,12.34,N,N,9.879,0.262,0.25,JPL 57,0.2025,1780,1.65
  3016 Meuse (1981 EK),MBA,2.833,0.0402,2.9,2.719,12.43,N,N,9.881,0.239,0.11,JPL 55,0.2067,1740,1.74
  2653 Principia (1964 VP),MBA,2.444,0.081,4.75,2.246,12.34,N,N,9.882,0.256,0.98,JPL 56,0.258,1400,1.26
  3834 Zappafrank (1980 JE),MBA,2.55,0.1957,14.1,2.051,13.77,N,N,9.883,0.063,0.21,JPL 43,0.2421,1490,1.04
  3623 Chaplin (1981 TG2),MBA,2.853,0.0834,3.07,2.615,12.18,N,N,9.887,0.263,1.61,JPL 90,0.2046,1760,1.61
  4618 Shakhovskoj (1977 RJ3),MBA,2.624,0.2932,11.48,1.855,13.56,N,N,9.909,0.124,0.53,JPL 42,0.2318,1550,0.893
  2441 Hibbs (1979 MN2),MBA,2.41,0.1926,3.74,1.946,14.05,N,N,9.93,0.0494,0.8,JPL 50,0.2635,1370,0.942
  1803 Zwicky (1967 CA),MBA,2.35,0.2487,21.52,1.765,12.26,N,N,9.934,0.259,0.08,JPL 58,0.2737,1320,0.879
  4770 Lane (1989 PC),MBA,2.868,0.302,25.01,2.002,12.15,N,N,9.937,0.341,0.15,JPL 53,0.2029,1770,1
  3303 Merta (1967 UN),MBA,2.897,0.072,2.76,2.689,12.19,N,N,9.938,0.225,0.16,JPL 62,0.1999,1800,1.68
  4962 Vecherka (1973 TP),MBA,2.606,0.1442,15.1,2.231,12.42,N,N,9.951,0.21,0.2,JPL 59,0.2342,1540,1.24
  4219 Nakamura (1988 DB),MBA,2.467,0.1244,3.09,2.16,13.71,N,N,9.969,0.036,3.21,JPL 50,0.2544,1420,1.16
  4911 Rosenzweig (1953 UD),MBA,2.637,0.1803,13.04,2.162,12.16,N,N,9.971,0.309,0.14,JPL 56,0.2301,1560,1.17
  4535 Adamcarolla (1986 QV2),MBA,2.787,0.1599,7.75,2.341,12.56,N,N,9.972,0.195,0.39,JPL 56,0.2119,1700,1.34
  4002 Shinagawa (1950 JB),MBA,2.517,0.0293,14.68,2.443,11.84,N,N,9.978,0.406,0.08,JPL 61,0.2468,1460,1.43
  3546 Atanasoff (1983 SC),MBA,2.695,0.0251,7.02,2.627,12.5,N,N,9.98,0.234,1.01,JPL 49,0.2227,1620,1.63
  4648 Tirion (1931 UE),MBA,2.393,0.1867,9.81,1.947,13.43,N,N,10.017,0.064,0.07,JPL 49,0.2662,1350,0.981
  3147 Samantha (1976 YU3),MBA,2.624,0.1914,3.55,2.121,13.88,N,N,10.036,0.07,0.2,JPL 43,0.2319,1550,1.14
  4725 Milone (1975 YE),MBA,2.88,0.2356,13.79,2.202,12.24,N,N,10.047,0.305,0.46,JPL 53,0.2017,1790,1.26
  3305 Ceadams (1985 KB),MBA,2.602,0.1542,13.43,2.201,12.39,N,N,10.052,0.259,0.07,JPL 61,0.2348,1530,1.22
  4803 Birkle (1989 XA),MBA,2.904,0.034,2.92,2.805,12.51,N,N,10.062,0.23,0.09,JPL 46,0.1992,1810,1.79
  2181 Fogelin (1942 YA),MBA,2.591,0.121,13,2.277,12.13,N,N,10.067,0.252,0.11,JPL 58,0.2364,1520,1.32
  2679 Kittisvaara (1939 TG),MBA,2.62,0.1023,10.1,2.352,12.14,N,N,10.076,0.302,0.21,JPL 53,0.2324,1550,1.39
  5013 Suzhousanzhong (1964 VT1),MBA,2.761,0.0686,3.7,2.572,12.89,N,N,10.086,0.158,0.4,JPL 47,0.2148,1680,1.58
  4695 Mediolanum (1985 RU3),MBA,2.668,0.1399,12.54,2.295,12.04,N,N,10.091,0.362,0.34,JPL 55,0.2262,1590,1.35
  4389 Durbin (1976 GL3),MBA,2.916,0.0781,2.77,2.689,12.43,N,N,10.107,0.208,0.23,JPL 53,0.1979,1820,1.68
  3909 Gladys (1988 JD1),MBA,2.612,0.1203,13.19,2.297,12.05,N,N,10.108,0.244,0.21,JPL 54,0.2335,1540,1.29
  4854 Edscott (1981 ED27),MBA,2.982,0.0614,10.68,2.799,13.05,N,N,10.113,0.144,0.32,JPL 43,0.1914,1880,1.81
  4731 Monicagrady (1981 EE9),MBA,3.114,0.2791,5.85,2.245,14.07,N,N,10.117,0.04,0.51,JPL 33,0.1793,2010,1.26
  2094 Magnitka (1971 TC2),MBA,2.232,0.0974,5.03,2.015,12.14,N,N,10.121,0.132,0.41,JPL 56,0.2956,1220,1.03
  4149 Harrison (1984 EZ),MBA,2.665,0.1245,12.93,2.334,12.45,N,N,10.13,0.23,0.08,JPL 51,0.2265,1590,1.36
  3349 Manas (1979 FH2),MBA,2.737,0.0333,4.24,2.646,12.77,N,N,10.136,0.187,0.17,JPL 55,0.2176,1650,1.64
  2817 Perec (1982 UJ),MBA,2.357,0.1789,2.27,1.936,14.1,N,N,10.138,0.054,0.1,JPL 44,0.2723,1320,0.931
  3726 Johnadams (1981 LJ),MBA,2.865,0.0758,3.02,2.648,12.24,N,N,10.143,0.261,0.06,JPL 53,0.2032,1770,1.64
  4627 Pinomogavero (1985 RT2),MBA,2.918,0.0594,3.34,2.745,12.72,N,N,10.144,0.159,0.11,JPL 52,0.1977,1820,1.73
  2950 Rousseau (1974 VQ2),MBA,2.756,0.2605,9.63,2.038,11.93,N,N,10.149,0.279,0.25,JPL 58,0.2154,1670,1.07
  4286 Rubtsov (1988 PU4),MBA,2.916,0.0792,2.91,2.685,12.23,N,N,10.149,0.393,0.06,JPL 53,0.1979,1820,1.69
  4465 Rodita (1969 TD5),MBA,2.439,0.1296,3.29,2.123,13.76,N,N,10.157,0.075,0.24,JPL 50,0.2588,1390,1.14
  3296 Bosque Alegre (1975 SF),MBA,2.655,0.1972,13.91,2.131,12.4,N,N,10.159,0.271,0.13,JPL 60,0.2278,1580,1.19
  3685 Derdenye (1981 EH14),MBA,2.664,0.1772,15.16,2.192,13.61,N,N,10.17,0.0817,0.8,JPL 46,0.2267,1590,1.2
  4561 Lemeshev (1978 RY5),MBA,2.573,0.1582,9.49,2.166,13.63,N,N,10.183,0.089,0.25,JPL 44,0.2388,1510,1.19
  3290 Azabu (1973 SZ1),OMB,3.953,0.1311,2.77,3.435,12.24,N,N,10.184,0.324,0.3,JPL 52,0.1254,2870,2.44
  2758 Cordelia (1978 RF),MBA,2.549,0.2797,2.79,1.836,14.05,N,N,10.209,0.056,0.32,JPL 35,0.2421,1490,0.846
  4966 Edolsen (1981 EO34),MBA,2.633,0.2119,9.95,2.075,13.86,N,N,10.212,0.061,0.06,JPL 47,0.2307,1560,1.07
  2501 Lohja (1942 GD),MBA,2.421,0.1979,3.3,1.942,12.06,N,N,10.218,0.281,0.77,JPL 56,0.2616,1380,0.931
  4245 Nairc (1981 UC10),MBA,2.375,0.1681,1.94,1.976,14.03,N,N,10.218,0.039,0.01,JPL 45,0.2692,1340,0.979
  1757 Porvoo (1939 FC),MBA,2.351,0.1262,3.97,2.054,13.5,N,N,10.22,0.068,2.35,JPL 53,0.2734,1320,1.05
  2225 Serkowski (6546 P-L),MBA,2.856,0.0336,3.26,2.76,12.19,N,N,10.223,0.294,0.22,JPL 53,0.2043,1760,1.78
  2905 Plaskett (1982 BZ2),MBA,2.802,0.0986,8.91,2.526,12.11,N,N,10.224,0.273,0.14,JPL 54,0.2102,1710,1.52
  2369 Chekhov (1976 GC8),MBA,2.782,0.0459,2.63,2.655,12.15,N,N,10.227,0.293,0.28,JPL 55,0.2124,1700,1.64
  3559 Violaumayer (1980 PH),MBA,2.485,0.2146,3.82,1.952,14.15,N,N,10.229,0.056,0.07,JPL 46,0.2516,1430,0.959
  1775 Zimmerwald (1969 JA),MBA,2.603,0.1856,12.55,2.12,12.09,N,N,10.232,0.244,0.09,JPL 47,0.2347,1530,1.15
  3335 Quanzhou (1966 AA),MBA,2.61,0.1275,13.31,2.277,12.26,N,N,10.242,0.386,0.29,JPL 53,0.2337,1540,1.29
  4763 Ride (1983 BM),MBA,2.658,0.1011,11.4,2.389,12.33,N,N,10.248,0.243,0.07,JPL 63,0.2275,1580,1.4
  4526 Konko (1982 KN1),MBA,2.629,0.1172,14.14,2.321,12.54,N,N,10.249,0.202,0.35,JPL 51,0.2312,1560,1.36
  4838 Billmclaughlin (1989 NJ),MBA,2.352,0.1443,8.89,2.012,13.1,N,N,10.251,0.143,0.19,JPL 51,0.2733,1320,1.01
  4108 Rakos (3439 T-3),MBA,2.642,0.126,1.46,2.31,14.01,N,N,10.253,0.049,0.06,JPL 52,0.2294,1570,1.31
  2555 Thomas (1980 OC),MBA,2.87,0.0815,0.9,2.636,12.1,N,N,10.256,0.32,1.6,JPL 58,0.2028,1780,1.64
  2913 Horta (1931 TK),MBA,2.705,0.1986,16.04,2.168,12.33,N,N,10.261,0.242,1.87,JPL 53,0.2215,1630,1.18
  3961 Arthurcox (1962 OB),MBA,2.621,0.1541,12.64,2.217,12.2,N,N,10.28,0.2012,0.9,JPL 52,0.2323,1550,1.21
  4210 Isobelthompson (1987 DY5),MBA,2.989,0.0757,10.47,2.763,12.6,N,N,10.28,0.201,0.23,JPL 53,0.1907,1890,1.8
  4277 Holubov (1982 AF),MBA,2.725,0.1382,10.64,2.348,12.88,N,N,10.288,0.152,0.2,JPL 54,0.2191,1640,1.38
  1722 Goffin (1938 EG),MBA,2.513,0.0509,5.47,2.385,12.06,N,N,10.29,0.224,0.12,JPL 61,0.2474,1460,1.41
  3185 Clintford (1953 VY1),MBA,2.365,0.1937,3.96,1.907,13.97,N,N,10.294,0.038,0.16,JPL 46,0.271,1330,0.906
  4084 Hollis (1985 GM),MBA,2.908,0.015,3.21,2.865,12.31,N,N,10.295,0.219,0.21,JPL 58,0.1987,1810,1.85
  4719 Burnaby (1990 WT2),MBA,2.697,0.1763,7.46,2.222,12.6,N,N,10.298,0.164,2.28,JPL 49,0.2225,1620,1.25
  1756 Giacobini (1937 YA),MBA,2.548,0.2317,5.1,1.958,12.06,N,N,10.3,0.289,0.1,JPL 48,0.2423,1490,0.97
  3819 Robinson (1983 AR),MBA,2.773,0.1401,11.12,2.384,12.17,N,N,10.307,0.358,0.16,JPL 54,0.2135,1690,1.39
  4723 Wolfgangmattig (1937 TB),MBA,2.678,0.1944,3.05,2.157,13.96,N,N,10.343,0.052,0.28,JPL 39,0.225,1600,1.16
  2541 Edebono (1973 DE),MBA,2.936,0.077,3.19,2.71,12.11,N,N,10.357,0.286,0.17,JPL 57,0.1959,1840,1.72
  2548 Leloir (1975 DA),MBA,2.632,0.1018,18.15,2.364,12.09,N,N,10.364,0.412,0.13,JPL 51,0.2308,1560,1.41
  2377 Shcheglov (1978 QT1),MBA,2.879,0.0554,1.01,2.72,12.29,N,N,10.374,0.26,0.22,JPL 53,0.2017,1780,1.73
  3895 Earhart (1987 DE),MBA,2.351,0.182,24.36,1.923,12.05,N,N,10.384,0.281,0.09,JPL 52,0.2734,1320,0.934
  4856 Seaborg (1983 LJ),MBA,2.56,0.0678,15.02,2.387,12.09,N,N,10.39,0.284,0.07,JPL 54,0.2406,1500,1.46
  4182 Mount Locke (1951 JQ),MBA,2.802,0.133,8.06,2.43,12.38,N,N,10.397,0.215,0.21,JPL 48,0.2101,1710,1.42
  1912 Anubis (6534 P-L),MBA,2.904,0.0929,3.16,2.634,11.76,N,N,10.407,0.382,0.95,JPL 58,0.1992,1810,1.64
  2346 Lilio (1934 CB),MBA,2.371,0.1558,5.92,2.002,12.44,N,N,10.42,0.227,0.28,JPL 50,0.2699,1330,1.01
  4075 Sviridov (1982 TL1),MBA,3.023,0.0494,7.77,2.873,12.6,N,N,10.425,0.214,0.12,JPL 56,0.1875,1920,1.9
  2948 Amosov (1969 TD2),MBA,2.864,0.1041,12.35,2.565,12.83,N,N,10.426,0.162,0.04,JPL 50,0.2034,1770,1.61
  4529 Webern (1984 ED),MBA,3.014,0.0587,10.99,2.837,12.58,N,N,10.427,0.214,0.1,JPL 50,0.1884,1910,1.85
  2597 Arthur (1980 PN),MBA,3.003,0.1555,1.09,2.536,12.12,N,N,10.432,0.282,0.42,JPL 52,0.1894,1900,1.54
  4665 Muinonen (1985 TZ1),MBA,2.965,0.2043,7.35,2.359,12.71,N,N,10.433,0.195,0.11,JPL 48,0.193,1860,1.36
  2392 Jonathan Murray (1979 MN1),MBA,2.345,0.1542,3.37,1.983,13.88,N,N,10.44,0.058,0.07,JPL 50,0.2745,1310,1
  3243 Skytel (1980 DC),MBA,3.038,0.103,9.33,2.725,12.61,N,N,10.448,0.177,0.14,JPL 51,0.1861,1930,1.73
  3856 Lutskij (1976 QX),MBA,2.878,0.0563,1.44,2.716,12.17,N,N,10.456,0.281,0.17,JPL 53,0.2019,1780,1.73
  2985 Shakespeare (1983 TV1),MBA,2.846,0.0465,2.65,2.714,12.23,N,N,10.472,0.255,0.1,JPL 58,0.2052,1750,1.7
  4235 Tatishchev (1978 SL5),MBA,2.982,0.0335,1.22,2.883,12.3,N,N,10.478,0.255,0.17,JPL 61,0.1914,1880,1.87
  2396 Kochi (1981 CB),MBA,2.795,0.0728,12.6,2.591,11.65,N,N,10.479,0.368,0.1,JPL 62,0.211,1710,1.61
  1784 Benguella (1935 MG),MBA,2.404,0.1334,1.47,2.083,12.19,N,N,10.48,0.237,0.1,JPL 56,0.2644,1360,1.07
  2786 Grinevia (1978 RR5),MBA,2.607,0.1742,13.22,2.153,12.04,N,N,10.482,0.255,0.16,JPL 54,0.2341,1540,1.16
  4164 Shilov (1969 UR),MBA,2.635,0.1516,12.81,2.236,12.31,N,N,10.486,0.234,0.16,JPL 58,0.2304,1560,1.27
  4457 van Gogh (1989 RU),MBA,2.662,0.1278,13.81,2.322,12.11,N,N,10.491,0.212,0.08,JPL 56,0.2269,1590,1.33
  4566 Chaokuangpiu (1981 WM4),MBA,2.835,0.2123,10.81,2.233,12.37,N,N,10.511,0.262,1.19,JPL 58,0.2065,1740,1.26
  3353 Jarvis (1981 YC),IMB,1.863,0.0848,21.81,1.705,13.77,N,N,10.528,0.049,0.04,JPL 55,0.3876,929,0.707
  2921 Sophocles (6525 P-L),OMB,3.248,0.1552,1.49,2.744,13.58,N,N,10.538,0.083,0.71,JPL 47,0.1684,2140,1.74
  3298 Massandra (1979 OB15),MBA,2.354,0.1932,2.57,1.899,13.94,N,N,10.545,0.063,0.12,JPL 50,0.273,1320,0.89
  1774 Kulikov (1968 UG1),MBA,2.877,0.0654,1.86,2.689,12.11,N,N,10.547,0.159,0.22,JPL 57,0.202,1780,1.7
  2596 Vainu Bappu (1979 KN),MBA,3.033,0.073,10.24,2.812,13.29,N,N,10.571,0.109,0.12,JPL 45,0.1866,1930,1.83
  2782 Leonidas (2605 P-L),MBA,2.679,0.2221,3.78,2.084,13.81,N,N,10.575,0.057,0.13,JPL 50,0.2247,1600,1.07
  2504 Gaviola (1967 JO),MBA,2.76,0.0879,4.07,2.518,12.08,N,N,10.579,0.301,0.31,JPL 57,0.2149,1670,1.52
  2992 Vondel (2540 P-L),MBA,2.745,0.1901,7.05,2.223,13.65,N,N,10.588,0.084,0.17,JPL 46,0.2168,1660,1.25
  3013 Dobrovoleva (1979 SD7),MBA,2.359,0.1406,3.66,2.027,14,N,N,10.588,0.06,0.04,JPL 44,0.272,1320,1.05
  3440 Stampfer (1950 DD),MBA,2.807,0.0573,7.54,2.646,12.74,N,N,10.588,0.173,0.16,JPL 50,0.2096,1720,1.64
  2302 Florya (1972 TL2),MBA,2.645,0.1944,12.07,2.131,11.92,N,N,10.591,0.329,0.22,JPL 50,0.2291,1570,1.17
  3383 Koyama (1951 AB),MBA,2.567,0.046,14.58,2.449,12.4,N,N,10.606,0.273,0.15,JPL 58,0.2396,1500,1.45
  1770 Schlesinger (1967 JR),MBA,2.457,0.0598,5.29,2.31,12.13,N,N,10.614,0.207,0.09,JPL 55,0.2559,1410,1.32
  3283 Skorina (1979 QA10),MBA,2.396,0.1,6.9,2.157,12.88,N,N,10.623,0.076,0.07,JPL 53,0.2657,1350,1.15
  4426 Roerich (1969 TB6),MBA,2.752,0.0664,2.09,2.57,12.36,N,N,10.641,0.19,0.11,JPL 61,0.2158,1670,1.55
  2662 Kandinsky (4021 P-L),MBA,2.44,0.1569,2.91,2.057,14.12,N,N,10.644,0.035,0.25,JPL 47,0.2585,1390,1.07
  3146 Dato (1972 KG),MBA,2.432,0.2019,8.37,1.941,13.72,N,N,10.65,0.066,0.06,JPL 50,0.2599,1390,0.947
  2649 Oongaq (1980 WA),MBA,2.627,0.1424,12.21,2.253,12.09,N,N,10.673,0.269,0.17,JPL 50,0.2315,1560,1.27
  3189 Penza (1978 RF6),MBA,3.096,0.1973,8.23,2.485,12.97,N,N,10.707,0.136,2,JPL 49,0.181,1990,1.48
  3052 Herzen (1976 YJ3),MBA,2.375,0.1825,3.9,1.942,13.84,N,N,10.728,0.034,0.05,JPL 49,0.2692,1340,0.954
  2685 Masursky (1981 JN),MBA,2.568,0.1112,12.13,2.282,12.17,N,N,10.744,0.114,0.17,JPL 110,0.2395,1500,1.33
  1665 Gaby (1930 DQ),MBA,2.415,0.2055,10.83,1.918,11.91,N,N,10.746,0.278,0.18,JPL 54,0.2627,1370,0.934
  2742 Gibson (1981 JG3),MBA,2.911,0.0671,3.16,2.716,12.09,N,N,10.752,0.221,0.14,JPL 53,0.1984,1810,1.73
  2631 Zhejiang (1980 TY5),MBA,2.797,0.161,9.59,2.346,12.04,N,N,10.765,0.242,0.21,JPL 54,0.2107,1710,1.36
  3409 Abramov (1977 RE6),MBA,2.857,0.0796,1.4,2.629,12.14,N,N,10.765,0.242,0.17,JPL 56,0.2041,1760,1.63
  4512 Sinuhe (1939 BM),MBA,2.765,0.2086,10.33,2.189,11.8,N,N,10.767,0.265,0.33,JPL 50,0.2143,1680,1.2
  1858 Lobachevskij (1972 QL),MBA,2.698,0.0784,1.66,2.486,12.05,N,N,10.769,0.383,0.19,JPL 55,0.2224,1620,1.47
  3897 Louhi (1942 RT),MBA,2.692,0.1586,7.1,2.265,13.2,N,N,10.77,0.127,0.19,JPL 55,0.2232,1610,1.26
  5048 Moriarty (1981 GC),MBA,2.627,0.1737,1.39,2.171,13.35,N,N,10.77,0.062,0.14,JPL 54,0.2315,1550,1.16
  4378 Voigt (1988 JF),MBA,2.677,0.2444,10.99,2.023,11.89,N,N,10.776,0.351,0.17,JPL 62,0.225,1600,1.03
  2898 Neuvo (1938 DN),MBA,2.556,0.0203,14.27,2.504,12.04,N,N,10.788,0.309,1.32,JPL 54,0.2413,1490,1.49
  4954 Eric (1990 SQ),AMO,2.001,0.4494,17.43,1.102,12.55,Y,N,10.8,0.176,,JPL 809,0.3481,1030,0.194
  4954 Eric (1990 SQ),AMO,2.001,0.4493,17.43,1.102,12.56,Y,N,10.8,0.176,,JPL 699,0.3481,1030,0.194
  4385 Elsasser (2534 P-L),MBA,3.168,0.1854,0.57,2.58,13.14,N,N,10.813,0.166,0.76,JPL 44,0.1748,2060,1.58
  4221 Picasso (1988 EJ),MBA,2.619,0.126,17.19,2.289,12.79,N,N,10.823,0.167,0.06,JPL 47,0.2325,1550,1.3
  1894 Haffner (1971 UH),MBA,2.888,0.0707,0.91,2.684,12.09,N,N,10.826,0.305,0.25,JPL 50,0.2008,1790,1.68
  2990 Trimberger (1981 EN27),MBA,2.439,0.1225,2.81,2.14,13.95,N,N,10.828,0.055,0.69,JPL 49,0.2587,1390,1.15
  3275 Oberndorfer (1982 HE1),MBA,2.332,0.1816,8.58,1.909,13.54,N,N,10.831,0.081,0.06,JPL 55,0.2767,1300,0.897
  3395 Jitka (1985 UN),MBA,2.793,0.0532,4.02,2.644,11.9,N,N,10.863,0.207,0.13,JPL 57,0.2112,1700,1.66
  4615 Zinner (A923 RH),MBA,2.599,0.1633,14.71,2.174,12.36,N,N,10.877,0.248,0.26,JPL 61,0.2353,1530,1.17
  4613 Mamoru (1990 OM),MBA,2.666,0.3006,6.66,1.865,11.81,N,N,10.882,0.284,0.22,JPL 60,0.2264,1590,0.885
  4914 Pardina (1969 GD),MBA,2.626,0.1573,12.53,2.213,11.75,N,N,10.9,0.373,0.51,JPL 53,0.2316,1550,1.23
  3472 Upgren (1981 EJ10),MBA,2.724,0.1763,4.5,2.244,14.08,N,N,10.901,0.05,0.07,JPL 39,0.2192,1640,1.25
  3745 Petaev (1949 SF),MBA,2.431,0.2463,9.03,1.832,14.17,N,N,10.917,0.05,2.58,JPL 37,0.26,1380,0.827
  4585 Ainonai (1990 KQ),MBA,2.737,0.2377,10.56,2.086,13.09,N,N,10.92,0.112,0.12,JPL 49,0.2177,1650,1.07
  1751 Herget (1955 OC),MBA,2.791,0.1725,8.12,2.31,11.98,N,N,10.929,0.195,0.25,JPL 53,0.2113,1700,1.32
  2726 Kotelnikov (1979 SE9),MBA,2.861,0.0761,1.55,2.643,12.29,N,N,10.937,0.213,0.21,JPL 50,0.2037,1770,1.65
  4284 Kaho (1988 FL3),MBA,2.4,0.2747,11.77,1.741,13.46,N,N,10.938,0.128,0.09,JPL 59,0.265,1360,0.728
  2038 Bistro (1973 WF),MBA,2.434,0.0922,14.81,2.21,12.05,N,N,10.959,0.168,0.08,JPL 57,0.2596,1390,1.19
  2675 Tolkien (1982 GB),MBA,2.213,0.1022,2.75,1.987,12.41,N,N,10.96,0.213,0.19,JPL 58,0.2993,1200,0.985
  3371 Giacconi (1955 RZ),MBA,2.739,0.013,9.67,2.703,12.23,N,N,10.973,0.258,1.72,JPL 58,0.2174,1660,1.69
  1907 Rudneva (1972 RC2),MBA,2.546,0.0443,3.22,2.433,12.1,N,N,10.977,0.232,0.11,JPL 61,0.2426,1480,1.43
  3881 Doumergua (1925 VF),MBA,2.448,0.15,3.61,2.081,13.14,N,N,10.988,0.069,2.45,JPL 49,0.2573,1400,1.1
  2319 Aristides (7631 P-L),MBA,2.907,0.0894,2.97,2.647,12.23,N,N,10.994,0.226,1.17,JPL 58,0.1989,1810,1.65
